Trial Number,Experiment Part,Avatar,Obstacle Type,Obstacle Height,Affordance Height,time stamp,Eye Height
4,149,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,150,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,151,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,152,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,153,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,154,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,155,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,156,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,157,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,158,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,159,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,160,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,161,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,162,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,163,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,164,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,165,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,166,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,167,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,168,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,169,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,170,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,171,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,172,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,173,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,174,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,175,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,176,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,177,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,178,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,179,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,180,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,181,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,182,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,183,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,184,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,185,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,186,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,187,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,188,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,189,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,190,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,191,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,192,0,1,1,1,-1,9/28/2022 2:38:52 PM
4,193,1,1,1,1,-1,9/28/2022 2:38:52 PM
4,194,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,195,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,196,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,197,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,198,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,199,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,200,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,201,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,202,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,203,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,204,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,205,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,206,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,207,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,208,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,209,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,210,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,211,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,212,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,213,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,214,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,215,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,216,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,217,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,218,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,219,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,220,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,221,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,222,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,223,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,224,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,225,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,226,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,227,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,228,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,229,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,230,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,231,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,232,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,233,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,234,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,235,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,236,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,237,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,238,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,239,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,240,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,241,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,242,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,243,1,1,1,1,-1,9/28/2022 2:38:53 PM
4,244,0,1,1,1,-1,9/28/2022 2:38:53 PM
4,245,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,246,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,247,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,248,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,249,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,250,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,251,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,252,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,253,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,254,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,255,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,256,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,257,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,258,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,259,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,260,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,261,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,262,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,263,1,1,1,1,-1,9/28/2022 2:38:54 PM
4,264,0,1,1,1,-1,9/28/2022 2:38:54 PM
4,265,1,1,1,0,-1,9/28/2022 2:38:54 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,1,1,1,0,-1,9/28/2022 2:38:59 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:00 PM
5,266,1,1,1,0,-1,9/28/2022 2:39:01 PM
5,266,0,1,1,0,-1,9/28/2022 2:39:01 PM
5,266,1,1,1,1,-1,9/28/2022 2:39:01 PM
6,266,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,267,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,268,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,269,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,270,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,271,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,272,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,273,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,274,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,275,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,276,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,277,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,278,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,279,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,280,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,281,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,282,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,283,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,284,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,285,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,286,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,287,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,288,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,289,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,290,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,291,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,292,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,293,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,294,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,295,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,296,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,297,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,298,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,299,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,300,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,301,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,302,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,303,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,304,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,305,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,306,0,0,1,1,-1,9/28/2022 2:39:05 PM
6,307,1,0,1,1,-1,9/28/2022 2:39:05 PM
6,308,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,309,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,310,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,311,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,312,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,313,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,314,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,315,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,316,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,317,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,318,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,319,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,320,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,321,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,322,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,323,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,324,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,325,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,326,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,327,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,328,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,329,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,330,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,331,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,332,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,333,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,334,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,335,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,336,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,337,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,338,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,339,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,340,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,341,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,342,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,343,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,344,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,345,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,346,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,347,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,348,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,349,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,350,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,351,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,352,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,353,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,354,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,355,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,356,0,0,1,1,-1,9/28/2022 2:39:06 PM
6,357,1,0,1,1,-1,9/28/2022 2:39:06 PM
6,358,0,0,1,1,-1,9/28/2022 2:39:07 PM
6,359,1,0,1,1,-1,9/28/2022 2:39:07 PM
6,360,0,0,1,1,-1,9/28/2022 2:39:07 PM
6,361,1,0,1,1,-1,9/28/2022 2:39:07 PM
6,362,0,0,1,1,-1,9/28/2022 2:39:07 PM
6,363,1,0,1,1,-1,9/28/2022 2:39:07 PM
6,364,0,0,1,1,-1,9/28/2022 2:39:07 PM
6,365,1,0,1,1,-1,9/28/2022 2:39:07 PM
6,366,0,0,1,0,-1,9/28/2022 2:39:07 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:12 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,1,1,1,0,-1,9/28/2022 2:39:13 PM
7,367,0,1,1,1,-1,9/28/2022 2:39:13 PM
8,367,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,368,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,369,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,370,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,371,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,372,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,373,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,374,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,375,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,376,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,377,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,378,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,379,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,380,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,381,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,382,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,383,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,384,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,385,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,386,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,387,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,388,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,389,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,390,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,391,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,392,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,393,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,394,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,395,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,396,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,397,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,398,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,399,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,400,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,401,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,402,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,403,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,404,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,405,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,406,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,407,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,408,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,409,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,410,0,0,1,1,-1,9/28/2022 2:39:18 PM
8,411,1,0,1,1,-1,9/28/2022 2:39:18 PM
8,412,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,413,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,414,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,415,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,416,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,417,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,418,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,419,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,420,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,421,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,422,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,423,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,424,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,425,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,426,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,427,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,428,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,429,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,430,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,431,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,432,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,433,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,434,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,435,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,436,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,437,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,438,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,439,1,0,1,1,-1,9/28/2022 2:39:19 PM
